Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,System Timestamp,Low Noise Accelerometer X,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Low Noise Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,VSenseBatt,VSenseBatt,External ADC A7,External ADC A7,External ADC A6,External ADC A6,External ADC A15,External ADC A15,Internal ADC A13,Internal ADC A13,Pressure,Pressure,Temperature,Temperature,GSR,GSR,GSR Conductance,
RAW,CAL,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,CAL,
no units,mSecs,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,kPa,no units,Celcius*,no units,kOhms,uSiemens,
5451264,123076713.439941,1711756144433.69,12534,-700.240963855422,60167,-126.349397590361,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,5119,-78.1526717557252,-27899,-40632.3897435897,24585,18010.989010989,44552,32638.8278388278,15368,11258.6080586081,12808,9383.15018315018,5274.3515625,7.62888009138227,55410,166.333195830808,48136,284.671532846715,3.51282051282051,
5484032,123077713.439941,1711756145433.69,12534,-703.325301204819,60423,-126.349397590361,5638,-43.2650602409639,-15617,340.030534351145,-22272,238.427480916031,9471,-144.595419847328,-26875,-39141.0256410256,27913,20449.0842490842,55560,40703.2967032967,50696,37139.9267399267,13576,9945.78754578755,5274.34765625,6.75576268644744,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
5516800,123078713.439941,1711756146433.69,12534,-700.240963855422,60167,-126.349397590361,5638,-43.2650602409639,-15617,359.572519083969,-23552,238.427480916031,11007,-168.045801526718,-27131,-39513.8666666667,27913,20449.0842490842,60168,44079.1208791209,7432,5444.68864468864,13577,9946.52014652015,5274.34765625,7.41566517195659,54642,162.477326662858,48136,284.671532846715,3.51282051282051,
5549568,123079713.439941,1711756147433.69,12534,-697.156626506024,59911,-126.349397590361,5638,-43.2650602409639,-15617,371.297709923664,-24320,238.427480916031,8703,-132.870229007634,-27387,-39886.7076923077,27401,20073.9926739927,61960,45391.9413919414,16136,11821.2454212454,13577,9946.52014652015,5274.34765625,5.75432388996289,49010,134.047928782605,48392,257.207461842849,3.88791208791209,
5582336,123080713.439941,1711756148433.69,12278,-703.325301204819,60423,-123.265060240964,5638,-43.2650602409639,-15617,355.664122137405,-23296,238.427480916031,9471,-144.595419847328,-27387,-39886.7076923077,27145,19886.4468864469,60936,44641.7582417582,15624,11446.1538461538,12553,9196.336996337,5274.36328125,6.22315781789265,50546,141.832008109172,48136,284.671532846715,3.51282051282051,
5615104,123081713.439941,1711756149433.69,12534,-697.156626506024,59911,-126.349397590361,5382,-40.1807228915663,-15617,386.931297709924,-25344,238.427480916031,13567,-207.129770992366,-30459,-44360.8,19465,14260.0732600733,43784,32076.1904761905,33032,24199.2673992674,11528,8445.42124542124,5274.36328125,7.19905384009071,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
5713408,124108713.439941,1711757176433.69,12278,-703.325301204819,60423,-123.265060240964,5382,-40.1807228915663,-15617,426.015267175572,-27904,238.427480916031,5375,-82.0610687022901,-29691,-43242.2769230769,15369,11259.3406593407,21000,15384.6153846154,40968,30013.1868131868,11528,8445.42124542124,5274.34375,7.76899601791517,55922,168.901489832884,48136,284.671532846715,3.51282051282051,
5746176,124109713.439941,1711757177433.69,12534,-697.156626506024,59911,-126.349397590361,5126,-37.0963855421687,-15617,371.297709923664,-24320,238.427480916031,7167,-109.419847328244,-27643,-40259.5487179487,20233,14822.7106227106,30984,22698.9010989011,8,5.86080586080586,11273,8258.60805860806,5274.34375,7.97613578322137,56690,172.750680519605,48392,257.207461842849,3.88791208791209,
5811712,124623713.439941,1711757691433.69,12534,-700.240963855422,60167,-126.349397590361,5382,-40.1807228915663,-15617,343.93893129771,-22528,238.427480916031,6143,-93.7862595419847,-27899,-40632.3897435897,23561,17260.8058608059,40712,29825.641025641,1800,1318.68131868132,9992,7320.14652014652,5274.34765625,6.75576268644744,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
5844480,124624713.439941,1711757692433.69,12534,-700.240963855422,60167,-126.349397590361,5382,-40.1807228915663,-15617,340.030534351145,-22272,238.427480916031,8447,-128.961832061069,-27387,-39886.7076923077,25353,18573.6263736264,49416,36202.1978021978,30216,22136.2637362637,10504,7695.23809523809,5274.34765625,7.19899688019463,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
5877248,124625713.439941,1711757693433.69,12022,-700.240963855422,60167,-120.180722891566,6150,-49.433734939759,-15617,363.480916030534,-23808,238.427480916031,10239,-156.320610687023,-30715,-44733.641025641,17161,12572.1611721612,35848,26262.2710622711,57608,42203.663003663,11271,8257.14285714286,5274.3515625,6.22311592034738,50546,141.832008109172,48392,257.207461842849,3.88791208791209,
5910016,124626713.439941,1711757694433.69,12278,-703.325301204819,60423,-123.265060240964,5638,-43.2650602409639,-15617,410.381679389313,-26880,238.427480916031,9983,-152.412213740458,-31995,-46597.8461538461,11785,8633.69963369963,16136,11821.2454212454,14344,10508.4249084249,11784,8632.96703296703,5274.3515625,7.55820633793298,55154,165.048372449227,48392,257.207461842849,3.88791208791209,
5942784,124627713.439941,1711757695433.69,12790,-706.409638554217,60679,-129.433734939759,5638,-43.2650602409639,-15617,371.297709923664,-24320,238.427480916031,12287,-187.587786259542,-30715,-44733.641025641,10761,7883.51648351648,5384,3944.32234432234,49672,36389.7435897436,11527,8444.68864468864,5274.3515625,7.12603960731882,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
5975552,124628713.439941,1711757696433.69,12278,-697.156626506024,59911,-123.265060240964,5382,-40.1807228915663,-15617,371.297709923664,-24320,238.427480916031,12543,-191.496183206107,-29179,-42496.5948717949,15113,11071.7948717949,12808,9383.15018315018,520,380.952380952381,11016,8070.32967032967,5274.359375,6.22314385204421,50546,141.832008109172,48392,257.207461842849,3.88791208791209,
6008320,124629713.439941,1711757697433.69,12534,-703.325301204819,60423,-126.349397590361,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,7423,-113.328244274809,-31739,-46225.0051282051,10249,7508.42490842491,1800,1318.68131868132,35592,26074.7252747253,10247,7506.95970695971,5274.359375,6.52949010762911,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
6041088,124630713.439941,1711757698433.69,12534,-697.156626506024,59911,-126.349397590361,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,10495,-160.229007633588,-30459,-44360.8,12041,8821.24542124542,3848,2819.04761904762,35080,25699.6336996337,10503,7694.50549450549,5274.359375,7.41570806523397,54642,162.477326662858,48392,257.207461842849,3.88791208791209,
6073856,124631713.439941,1711757699433.69,12278,-700.240963855422,60167,-123.265060240964,5382,-40.1807228915663,-15617,383.022900763359,-25088,238.427480916031,7679,-117.236641221374,-27131,-39513.8666666667,20745,15197.8021978022,24072,17635.1648351648,29192,21386.0805860806,11272,8257.87545787546,5274.35546875,6.68068982706821,52082,149.591446711184,48136,284.671532846715,3.51282051282051,
6106624,124632713.439941,1711757700433.69,12022,-700.240963855422,60167,-120.180722891566,5638,-43.2650602409639,-15617,402.564885496183,-26368,238.427480916031,7167,-109.419847328244,-28155,-41005.2307692308,22537,16510.6227106227,34824,25512.0879120879,54024,39578.021978022,11783,8632.23443223443,5274.35546875,7.4871522170842,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
6139392,124633713.439941,1711757701433.69,12022,-703.325301204819,60423,-120.180722891566,5126,-37.0963855421687,-15617,406.473282442748,-26624,238.427480916031,6911,-105.511450381679,-30715,-44733.641025641,15881,11634.4322344322,25352,18572.8937728938,38664,28325.2747252747,11784,8632.96703296703,5274.35546875,6.60525000818452,51826,148.2997788902,48136,284.671532846715,3.51282051282051,
6204928,125147713.439941,1711758215433.69,12278,-703.325301204819,60423,-123.265060240964,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,12031,-183.679389312977,-31739,-46225.0051282051,8201,6008.05860805861,60936,44641.7582417582,35079,25698.9010989011,11528,8445.42124542124,5274.35546875,7.90754898589906,56434,171.468039018049,48136,284.671532846715,3.51282051282051,
6237696,125148713.439941,1711758216433.69,11766,-700.240963855422,60167,-117.096385542169,5382,-40.1807228915663,-15617,386.931297709924,-25344,238.427480916031,3071,-46.8854961832061,-27643,-40259.5487179487,16905,12384.6153846154,12296,9008.05860805861,9992,7320.14652014652,11016,8070.32967032967,5274.35546875,6.7557909227255,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
6270464,125149713.439941,1711758217433.69,12278,-700.240963855422,60167,-123.265060240964,5382,-40.1807228915663,-15617,332.213740458015,-21760,238.427480916031,11775,-179.770992366412,-28155,-41005.2307692308,20745,15197.8021978022,27400,20073.2600732601,49416,36202.1978021978,12040,8820.51282051282,5274.35546875,5.91179855339428,49522,136.645576685202,48136,284.671532846715,3.51282051282051,
6303232,125150713.439941,1711758218433.69,12534,-697.156626506024,59911,-126.349397590361,5638,-43.2650602409639,-15617,371.297709923664,-24320,238.427480916031,8191,-125.053435114504,-30459,-44360.8,16905,12384.6153846154,25096,18385.347985348,51464,37702.5641025641,11784,8632.96703296703,5274.35546875,7.12605382756153,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
6336000,125151713.439941,1711758219433.69,12534,-700.240963855422,60167,-126.349397590361,5894,-46.3493975903614,-15617,386.931297709924,-25344,238.427480916031,11775,-179.770992366412,30725,44748.2051282051,2313,1694.50549450549,9481,6945.78754578755,6664,4882.05128205128,12040,8820.51282051282,5274.35546875,7.19902536014264,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
6368768,125152713.439941,1711758220433.69,12790,-697.156626506024,59911,-129.433734939759,5126,-37.0963855421687,-15617,386.931297709924,-25344,238.427480916031,10239,-156.320610687023,-27643,-40259.5487179487,42249,30951.6483516483,9480,6945.05494505494,61192,44829.304029304,11015,8069.59706959707,5274.359375,7.48716653362997,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
6401536,125153713.439941,1711758221433.69,12534,-700.240963855422,60167,-126.349397590361,5382,-40.1807228915663,-15617,347.847328244275,-22784,238.427480916031,10751,-164.137404580153,-30459,-44360.8,25865,18948.7179487179,36104,26449.8168498168,51464,37702.5641025641,11015,8069.59706959707,5274.359375,7.27163990983746,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
6434304,125154713.439941,1711758222433.69,12534,-703.325301204819,60423,-126.349397590361,5382,-40.1807228915663,-15617,371.297709923664,-24320,238.427480916031,10239,-156.320610687023,-31483,-45852.1641025641,16649,12197.0695970696,28168,20635.8974358974,44296,32451.2820512821,11784,8632.96703296703,5274.359375,6.83056282868903,52594,152.173005207607,48392,257.207461842849,3.88791208791209,
6467072,125155713.439941,1711758223433.69,13046,-703.325301204819,60423,-132.518072289157,5382,-40.1807228915663,-15617,367.389312977099,-24064,238.427480916031,11519,-175.862595419847,-27387,-39886.7076923077,22281,16323.0769230769,38152,27950.1831501831,4616,3381.68498168498,11784,8632.96703296703,5274.35546875,6.83054868967521,52594,152.173005207607,48392,257.207461842849,3.88791208791209,
6532608,125669713.439941,1711758737433.69,12278,-703.325301204819,60423,-123.265060240964,5638,-43.2650602409639,-15617,359.572519083969,-23552,238.427480916031,9471,-144.595419847328,-27643,-40259.5487179487,21769,15947.9853479853,38664,28325.2747252747,57864,42391.2087912088,12295,9007.32600732601,5274.35546875,6.83054868967521,52594,152.173005207607,48392,257.207461842849,3.88791208791209,
6598144,126183713.439941,1711759251433.69,12022,-700.240963855422,60167,-120.180722891566,5638,-43.2650602409639,-15617,386.931297709924,-25344,238.427480916031,8959,-136.778625954198,-28155,-41005.2307692308,23049,16885.7142857143,44552,32638.8278388278,15624,11446.1538461538,11272,8257.87545787546,5274.34765625,6.90493018681112,52850,153.462921415624,48648,234.57638769548,4.26300366300366,
6630912,126184713.439941,1711759252433.69,12278,-694.072289156627,59655,-123.265060240964,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,10495,-160.229007633588,-27387,-39886.7076923077,25097,18386.0805860806,49416,36202.1978021978,33288,24386.8131868132,12040,8820.51282051282,5274.34765625,7.62886573798564,55410,166.333195830808,48136,284.671532846715,3.51282051282051,
6663680,126185713.439941,1711759253433.69,12534,-700.240963855422,60167,-126.349397590361,5382,-40.1807228915663,-15617,336.12213740458,-22016,238.427480916031,6399,-97.6946564885496,-30715,-44733.641025641,22793,16698.1684981685,56584,41453.4798534799,7688,5632.23443223443,11273,8258.60805860806,5274.359375,6.45338656271743,51314,145.714599396085,48392,257.207461842849,3.88791208791209,
6696448,126186713.439941,1711759254433.69,12278,-700.240963855422,60167,-123.265060240964,5638,-43.2650602409639,-15617,371.297709923664,-24320,238.427480916031,8703,-132.870229007634,-31739,-46225.0051282051,13065,9571.42857142857,28936,21198.5347985348,3080,2256.41025641026,11529,8446.15384615385,5274.359375,6.37695799480017,51058,144.421059829358,48136,284.671532846715,3.51282051282051,
6729216,126187713.439941,1711759255433.69,12790,-697.156626506024,59911,-129.433734939759,5382,-40.1807228915663,-15617,355.664122137405,-23296,238.427480916031,13567,-207.129770992366,-29947,-43615.1179487179,15113,11071.7948717949,22536,16509.8901098901,48648,35639.5604395604,11784,8632.96703296703,5274.359375,6.22314385204421,50546,141.832008109172,48392,257.207461842849,3.88791208791209,
6761984,126188713.439941,1711759256433.69,12534,-700.240963855422,60167,-126.349397590361,5638,-43.2650602409639,-15617,336.12213740458,-22016,238.427480916031,9215,-140.687022900763,-29179,-42496.5948717949,16905,12384.6153846154,23048,16884.9816849817,46088,33764.1025641026,12296,9008.05860805861,5274.34765625,7.62886573798564,55410,166.333195830808,48136,284.671532846715,3.51282051282051,
6794752,126189713.439941,1711759257433.69,12534,-700.240963855422,60167,-126.349397590361,5638,-43.2650602409639,-15617,347.847328244275,-22784,238.427480916031,6143,-93.7862595419847,-27643,-40259.5487179487,21001,15385.347985348,32264,23636.63003663,4360,3194.13919413919,11785,8633.69963369963,5274.34765625,6.68066163298699,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
6827520,126190713.439941,1711759258433.69,12534,-694.072289156627,59655,-126.349397590361,5894,-46.3493975903614,-15617,379.114503816794,-24832,238.427480916031,8447,-128.961832061069,-27131,-39513.8666666667,24841,18198.5347985348,44040,32263.7362637363,28680,21010.989010989,11528,8445.42124542124,5274.34765625,6.83052041164762,52594,152.173005207607,48392,257.207461842849,3.88791208791209,
6860288,126191713.439941,1711759259433.69,12022,-697.156626506024,59911,-120.180722891566,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,10495,-160.229007633588,-27131,-39513.8666666667,26633,19511.3553113553,51464,37702.5641025641,43016,31513.5531135531,11784,8632.96703296703,5274.35546875,7.27162565036582,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
6925824,126705713.439941,1711759773433.69,12278,-706.409638554217,60679,-123.265060240964,5382,-40.1807228915663,-15617,398.656488549618,-26112,238.427480916031,8703,-132.870229007634,-30203,-43987.958974359,18697,13697.4358974359,39688,29075.4578754579,11272,8257.87545787546,12296,9008.05860805861,5274.35546875,7.12605382756153,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
6958592,126706713.439941,1711759774433.69,12790,-703.325301204819,60423,-129.433734939759,5638,-43.2650602409639,-15617,359.572519083969,-23552,238.427480916031,6655,-101.603053435115,30469,44375.3641025641,4617,3382.41758241758,21001,15385.347985348,31496,23073.9926739927,12040,8820.51282051282,5274.35546875,7.69916884393177,55666,167.617565290017,48392,257.207461842849,3.88791208791209,
6991360,126707713.439941,1711759775433.69,12278,-697.156626506024,59911,-123.265060240964,5382,-40.1807228915663,-15617,340.030534351145,-22272,238.427480916031,8959,-136.778625954198,-27899,-40632.3897435897,44553,32639.5604395604,19720,14446.8864468864,33288,24386.8131868132,11272,8257.87545787546,5274.35546875,7.76903918573613,55922,168.901489832884,48136,284.671532846715,3.51282051282051,
7024128,126708713.439941,1711759776433.69,12278,-703.325301204819,60423,-123.265060240964,5638,-43.2650602409639,-15617,402.564885496183,-26368,238.427480916031,12799,-195.404580152672,-28411,-41378.0717948718,31753,23262.2710622711,51208,37515.0183150183,41736,30575.8241758242,12040,8820.51282051282,5274.35546875,6.97901573581565,53106,154.752278678203,48392,257.207461842849,3.88791208791209,
7056896,126709713.439941,1711759777433.69,12278,-703.325301204819,60423,-123.265060240964,5382,-40.1807228915663,-15617,371.297709923664,-24320,238.427480916031,6655,-101.603053435115,-27899,-40632.3897435897,29193,21386.8131868132,60680,44454.2124542125,5384,3944.32234432234,12553,9196.336996337,5274.34765625,6.30016696104857,50802,143.126867745139,48392,257.207461842849,3.88791208791209,
7089664,126710713.439941,1711759778433.69,12278,-697.156626506024,59911,-123.265060240964,5894,-46.3493975903614,-15617,343.93893129771,-22528,238.427480916031,5887,-89.8778625954198,-27387,-39886.7076923077,27913,20449.0842490842,62216,45579.4871794872,17928,13134.0659340659,12809,9383.88278388278,5274.34765625,7.83847197697036,56178,170.184978228763,48392,257.207461842849,3.88791208791209,
